1.057210092802150225e-01,4.856604342388234907e-02,3.222216021753060433e-01,5.912413239114271413e-01,5.415290936121603949e-01,1.102820354025512289e-01,3.791086302406536657e-01,6.797163234658414321e-01,4.909000000000000000e+03
8.278514336323025691e-02,2.958130526750754261e-02,3.222216021753060433e-01,5.912413239114271413e-01,5.415290936121603949e-01,1.102820354025512289e-01,3.791086302406536657e-01,6.797163234658414321e-01,3.005000000000000000e+03
4.049388600547274009e-02,3.971098562792005349e-02,3.222216021753060433e-01,5.912413239114271413e-01,5.415290936121603949e-01,1.102820354025512289e-01,3.791086302406536657e-01,6.797163234658414321e-01,3.140000000000000000e+02
3.849774930866808192e-02,5.844554693069268364e-02,3.222216021753060433e-01,5.912413239114271413e-01,5.415290936121603949e-01,1.102820354025512289e-01,3.791086302406536657e-01,6.797163234658414321e-01,8.220000000000000000e+03
8.349122664406453953e-02,5.837475211801139430e-02,3.222216021753060433e-01,5.912413239114271413e-01,5.415290936121603949e-01,1.102820354025512289e-01,3.791086302406536657e-01,6.797163234658414321e-01,9.763000000000000000e+03
1.345580445615169041e-01,3.131511068243787027e-02,3.222216021753060433e-01,5.912413239114271413e-01,5.415290936121603949e-01,1.102820354025512289e-01,3.791086302406536657e-01,6.797163234658414321e-01,1.198000000000000000e+03
1.242490812980715092e-01,2.234665961702077958e-02,3.222216021753060433e-01,5.912413239114271413e-01,5.415290936121603949e-01,1.102820354025512289e-01,3.791086302406536657e-01,6.797163234658414321e-01,4.324000000000000000e+03
1.300705765376633793e-01,9.247255056868509265e-03,3.222216021753060433e-01,5.912413239114271413e-01,5.415290936121603949e-01,1.102820354025512289e-01,3.791086302406536657e-01,6.797163234658414321e-01,3.044000000000000000e+03
1.232544005001020848e-01,6.138407075255161716e-02,3.222216021753060433e-01,5.912413239114271413e-01,5.415290936121603949e-01,1.102820354025512289e-01,3.791086302406536657e-01,6.797163234658414321e-01,3.982000000000000000e+03
1.227805367562491146e-01,6.012776236144352221e-02,3.222216021753060433e-01,5.912413239114271413e-01,5.415290936121603949e-01,1.102820354025512289e-01,3.791086302406536657e-01,6.797163234658414321e-01,4.492000000000000000e+03
1.557500628072796545e-01,8.564730698940481446e-02,3.222216021753060433e-01,5.912413239114271413e-01,5.415290936121603949e-01,1.102820354025512289e-01,3.791086302406536657e-01,6.797163234658414321e-01,6.747000000000000000e+03
1.605142919852673156e-01,6.496982621487257248e-02,3.222216021753060433e-01,5.912413239114271413e-01,5.415290936121603949e-01,1.102820354025512289e-01,3.791086302406536657e-01,6.797163234658414321e-01,5.721000000000000000e+03
1.528871633868020830e-01,7.914315505797808736e-02,3.222216021753060433e-01,5.912413239114271413e-01,5.415290936121603949e-01,1.102820354025512289e-01,3.791086302406536657e-01,6.797163234658414321e-01,6.070000000000000000e+03
1.482225943226982701e-01,7.399850459957153792e-02,3.222216021753060433e-01,5.912413239114271413e-01,5.415290936121603949e-01,1.102820354025512289e-01,3.791086302406536657e-01,6.797163234658414321e-01,7.231000000000000000e+03
1.535643987741211747e-01,7.623527815611352842e-02,3.222216021753060433e-01,5.912413239114271413e-01,5.415290936121603949e-01,1.102820354025512289e-01,3.791086302406536657e-01,6.797163234658414321e-01,8.516000000000000000e+03
1.732821705238244137e-01,8.308979485061535053e-02,3.222216021753060433e-01,5.912413239114271413e-01,5.415290936121603949e-01,1.102820354025512289e-01,3.791086302406536657e-01,6.797163234658414321e-01,4.712000000000000000e+03
1.695293473488495573e-01,6.613888319978297736e-02,3.222216021753060433e-01,5.912413239114271413e-01,5.415290936121603949e-01,1.102820354025512289e-01,3.791086302406536657e-01,6.797163234658414321e-01,4.749000000000000000e+03
1.803735317780539305e-01,7.041072146040575075e-02,3.222216021753060433e-01,5.912413239114271413e-01,5.415290936121603949e-01,1.102820354025512289e-01,3.791086302406536657e-01,6.797163234658414321e-01,2.056000000000000000e+03
1.778061382357980502e-01,7.432285920998842055e-02,3.222216021753060433e-01,5.912413239114271413e-01,5.415290936121603949e-01,1.102820354025512289e-01,3.791086302406536657e-01,6.797163234658414321e-01,7.433000000000000000e+03
